"year","zone","school","ratio"
"2009-2010","S01001917","Secondary","95.95"
"2004-2005","S01001917","Secondary","94.22"
"2005-2006","S01001917","Secondary","94.22"
"2008-2009","S01001917","Secondary","95.25"
"2006-2007","S01001917","Secondary","94.24"
"2010-2011","S01001917","Secondary","95.58"
"2007-2008","S01001917","Secondary","92.21"
"2003-2004","S01001917","Secondary","95.07"
"2010-2011","S01001917","Primary","96.71"
"2008-2009","S01001917","Primary","97.4"
"2009-2010","S01001917","Primary","97.63"
"2003-2004","S01001917","Primary","97.73"
"2004-2005","S01001917","Primary","97.84"
"2005-2006","S01001917","Primary","97.84"
"2006-2007","S01001917","Primary","97.22"
"2007-2008","S01001917","Primary","97.89"
"2009-2010","S01001918","Secondary","90.3"
"2004-2005","S01001918","Secondary","93.09"
"2005-2006","S01001918","Secondary","93.09"
"2008-2009","S01001918","Secondary","86.02"
"2006-2007","S01001918","Secondary","94.72"
"2010-2011","S01001918","Secondary","91.58"
"2007-2008","S01001918","Secondary","85.83"
"2003-2004","S01001918","Secondary","91.23"
"2010-2011","S01001918","Primary","96.26"
"2008-2009","S01001918","Primary","96.78"
"2009-2010","S01001918","Primary",96
"2003-2004","S01001918","Primary","93.73"
"2004-2005","S01001918","Primary","95.16"
"2005-2006","S01001918","Primary","95.16"
"2006-2007","S01001918","Primary","96.73"
"2007-2008","S01001918","Primary","96.9"
"2009-2010","S01001919","Secondary","89.3"
"2004-2005","S01001919","Secondary","90.35"
"2005-2006","S01001919","Secondary","90.35"
"2008-2009","S01001919","Secondary","90.2"
"2006-2007","S01001919","Secondary","91.01"
"2010-2011","S01001919","Secondary","92.22"
"2007-2008","S01001919","Secondary","89.49"
"2003-2004","S01001919","Secondary","91.89"
"2010-2011","S01001919","Primary","94.58"
"2008-2009","S01001919","Primary","95.48"
"2009-2010","S01001919","Primary","94.54"
"2003-2004","S01001919","Primary","93.55"
"2004-2005","S01001919","Primary","94.04"
"2005-2006","S01001919","Primary","94.04"
"2006-2007","S01001919","Primary","95.04"
"2007-2008","S01001919","Primary","95.89"
"2009-2010","S01001920","Secondary","93.54"
"2004-2005","S01001920","Secondary","92.65"
"2005-2006","S01001920","Secondary","92.65"
"2008-2009","S01001920","Secondary","92.26"
"2006-2007","S01001920","Secondary","92.79"
"2010-2011","S01001920","Secondary","91.93"
"2007-2008","S01001920","Secondary","92.16"
"2003-2004","S01001920","Secondary","92.03"
"2010-2011","S01001920","Primary","96.72"
"2008-2009","S01001920","Primary","96.07"
"2009-2010","S01001920","Primary","95.96"
"2003-2004","S01001920","Primary","96.39"
"2004-2005","S01001920","Primary","95.26"
"2005-2006","S01001920","Primary","95.26"
"2006-2007","S01001920","Primary","96.72"
"2007-2008","S01001920","Primary","96.88"
"2009-2010","S01001921","Secondary","90.97"
"2004-2005","S01001921","Secondary","87.69"
"2005-2006","S01001921","Secondary","87.69"
"2008-2009","S01001921","Secondary","91.93"
"2006-2007","S01001921","Secondary","89.73"
"2010-2011","S01001921","Secondary","87.32"
"2007-2008","S01001921","Secondary","87.27"
"2003-2004","S01001921","Secondary","89.23"
"2010-2011","S01001921","Primary","93.59"
"2008-2009","S01001921","Primary","93.97"
"2009-2010","S01001921","Primary","96.15"
"2003-2004","S01001921","Primary","94.41"
"2004-2005","S01001921","Primary","93.79"
"2005-2006","S01001921","Primary","93.79"
"2006-2007","S01001921","Primary","94.18"
"2007-2008","S01001921","Primary","95.39"
"2009-2010","S01001922","Secondary","95.65"
"2004-2005","S01001922","Secondary","95.72"
"2005-2006","S01001922","Secondary","95.72"
"2008-2009","S01001922","Secondary","95.29"
"2006-2007","S01001922","Secondary","96.34"
"2010-2011","S01001922","Secondary","93.96"
"2007-2008","S01001922","Secondary","96.36"
"2003-2004","S01001922","Secondary","94.72"
"2010-2011","S01001922","Primary","97.91"
"2008-2009","S01001922","Primary","99.01"
"2009-2010","S01001922","Primary","98.06"
"2003-2004","S01001922","Primary","97.26"
"2004-2005","S01001922","Primary","97.82"
"2005-2006","S01001922","Primary","97.82"
"2006-2007","S01001922","Primary","99.49"
"2007-2008","S01001922","Primary","98.45"
"2009-2010","S01001923","Secondary","87.1"
"2004-2005","S01001923","Secondary","86.17"
"2005-2006","S01001923","Secondary","86.17"
"2008-2009","S01001923","Secondary","88.57"
"2006-2007","S01001923","Secondary","91.51"
"2010-2011","S01001923","Secondary","86.24"
"2007-2008","S01001923","Secondary","89.01"
"2003-2004","S01001923","Secondary","83.38"
"2010-2011","S01001923","Primary","90.47"
"2008-2009","S01001923","Primary","93.43"
"2009-2010","S01001923","Primary","89.15"
"2003-2004","S01001923","Primary","94.33"
"2004-2005","S01001923","Primary","92.93"
"2005-2006","S01001923","Primary","92.93"
"2006-2007","S01001923","Primary","93.95"
"2007-2008","S01001923","Primary","92.79"
"2009-2010","S01001924","Secondary","95.54"
"2004-2005","S01001924","Secondary","96.68"
"2005-2006","S01001924","Secondary","96.68"
"2008-2009","S01001924","Secondary","94.45"
"2006-2007","S01001924","Secondary","95.25"
"2010-2011","S01001924","Secondary","94.52"
"2007-2008","S01001924","Secondary","95.7"
"2003-2004","S01001924","Secondary","97.03"
"2010-2011","S01001924","Primary","96.69"
"2008-2009","S01001924","Primary","96.11"
"2009-2010","S01001924","Primary","97.29"
"2003-2004","S01001924","Primary","97.16"
"2004-2005","S01001924","Primary","96.71"
"2005-2006","S01001924","Primary","96.71"
"2006-2007","S01001924","Primary","97.93"
"2007-2008","S01001924","Primary","96.66"
"2009-2010","S01001925","Secondary","94.08"
"2004-2005","S01001925","Secondary","96.05"
"2005-2006","S01001925","Secondary","96.05"
"2008-2009","S01001925","Secondary","90.57"
"2006-2007","S01001925","Secondary","91.12"
"2010-2011","S01001925","Secondary","93.91"
"2007-2008","S01001925","Secondary","93.57"
"2003-2004","S01001925","Secondary","92.1"
"2010-2011","S01001925","Primary","98.65"
"2008-2009","S01001925","Primary","97.85"
"2009-2010","S01001925","Primary","97.74"
"2003-2004","S01001925","Primary","97.49"
"2004-2005","S01001925","Primary","96.89"
"2005-2006","S01001925","Primary","96.89"
"2006-2007","S01001925","Primary","97.87"
"2007-2008","S01001925","Primary","97.26"
"2009-2010","S01001926","Secondary","87.96"
"2004-2005","S01001926","Secondary","88.2"
"2005-2006","S01001926","Secondary","88.2"
"2008-2009","S01001926","Secondary","86.16"
"2006-2007","S01001926","Secondary","88.4"
"2010-2011","S01001926","Secondary","86.79"
"2007-2008","S01001926","Secondary","89.15"
"2003-2004","S01001926","Secondary","82.81"
"2010-2011","S01001926","Primary","91.8"
"2008-2009","S01001926","Primary","92.69"
"2009-2010","S01001926","Primary","93.54"
"2003-2004","S01001926","Primary","94.43"
"2004-2005","S01001926","Primary","94.01"
"2005-2006","S01001926","Primary","94.01"
"2006-2007","S01001926","Primary","93.5"
"2007-2008","S01001926","Primary","92.86"
"2009-2010","S01001927","Secondary","94.09"
"2004-2005","S01001927","Secondary","96.35"
"2005-2006","S01001927","Secondary","96.35"
"2008-2009","S01001927","Secondary","95.22"
"2006-2007","S01001927","Secondary","94.83"
"2010-2011","S01001927","Secondary","94.73"
"2007-2008","S01001927","Secondary","93.17"
"2003-2004","S01001927","Secondary","94.56"
"2010-2011","S01001927","Primary","96.42"
"2008-2009","S01001927","Primary","96.85"
"2009-2010","S01001927","Primary","96.74"
"2003-2004","S01001927","Primary","96.91"
"2004-2005","S01001927","Primary","97.68"
"2005-2006","S01001927","Primary","97.68"
"2006-2007","S01001927","Primary","97.44"
"2007-2008","S01001927","Primary","96.71"
"2009-2010","S01001928","Secondary","92.88"
"2004-2005","S01001928","Secondary","92.17"
"2005-2006","S01001928","Secondary","92.17"
"2008-2009","S01001928","Secondary","93.2"
"2006-2007","S01001928","Secondary","92.54"
"2010-2011","S01001928","Secondary","92.31"
"2007-2008","S01001928","Secondary","93.38"
"2003-2004","S01001928","Secondary","96.79"
"2010-2011","S01001928","Primary","96.65"
"2008-2009","S01001928","Primary","96.83"
"2009-2010","S01001928","Primary","97.21"
"2003-2004","S01001928","Primary","95.83"
"2004-2005","S01001928","Primary","95.75"
"2005-2006","S01001928","Primary","95.75"
"2006-2007","S01001928","Primary","96.82"
"2007-2008","S01001928","Primary","96.67"
"2009-2010","S01001929","Secondary","93.59"
"2004-2005","S01001929","Secondary","94.98"
"2005-2006","S01001929","Secondary","94.98"
"2008-2009","S01001929","Secondary","95.22"
"2006-2007","S01001929","Secondary","94.11"
"2010-2011","S01001929","Secondary","95.13"
"2007-2008","S01001929","Secondary","93.23"
"2003-2004","S01001929","Secondary","92.64"
"2010-2011","S01001929","Primary","97.01"
"2008-2009","S01001929","Primary","98.72"
"2009-2010","S01001929","Primary","97.49"
"2003-2004","S01001929","Primary","96.87"
"2004-2005","S01001929","Primary","97.65"
"2005-2006","S01001929","Primary","97.65"
"2006-2007","S01001929","Primary","97.68"
"2007-2008","S01001929","Primary","97.27"
"2009-2010","S01001930","Secondary","96.48"
"2004-2005","S01001930","Secondary","95.2"
"2005-2006","S01001930","Secondary","95.2"
"2008-2009","S01001930","Secondary","96.02"
"2006-2007","S01001930","Secondary","94.84"
"2010-2011","S01001930","Secondary","95.62"
"2007-2008","S01001930","Secondary","92.98"
"2003-2004","S01001930","Secondary","95.67"
"2010-2011","S01001930","Primary","96.02"
"2008-2009","S01001930","Primary","95.38"
"2009-2010","S01001930","Primary","93.73"
"2003-2004","S01001930","Primary","96.17"
"2004-2005","S01001930","Primary","97.27"
"2005-2006","S01001930","Primary","97.27"
"2006-2007","S01001930","Primary","96.68"
"2007-2008","S01001930","Primary","96.14"
"2009-2010","S01001931","Secondary","84.01"
"2004-2005","S01001931","Secondary","84.2"
"2005-2006","S01001931","Secondary","84.2"
"2008-2009","S01001931","Secondary","84.83"
"2006-2007","S01001931","Secondary","84.1"
"2010-2011","S01001931","Secondary","84.14"
"2007-2008","S01001931","Secondary","85.81"
"2003-2004","S01001931","Secondary","83.48"
"2010-2011","S01001931","Primary","92.03"
"2008-2009","S01001931","Primary","93.51"
"2009-2010","S01001931","Primary","92.65"
"2003-2004","S01001931","Primary","94.1"
"2004-2005","S01001931","Primary","94.6"
"2005-2006","S01001931","Primary","94.6"
"2006-2007","S01001931","Primary","94.79"
"2007-2008","S01001931","Primary","92.58"
"2009-2010","S01001932","Secondary","92.42"
"2004-2005","S01001932","Secondary","87.15"
"2005-2006","S01001932","Secondary","87.15"
"2008-2009","S01001932","Secondary","90.11"
"2006-2007","S01001932","Secondary","89.37"
"2010-2011","S01001932","Secondary","90.01"
"2007-2008","S01001932","Secondary","89.75"
"2003-2004","S01001932","Secondary","88.67"
"2010-2011","S01001932","Primary","93.52"
"2008-2009","S01001932","Primary","95.66"
"2009-2010","S01001932","Primary","94.05"
"2003-2004","S01001932","Primary","95.13"
"2004-2005","S01001932","Primary","95.06"
"2005-2006","S01001932","Primary","95.06"
"2006-2007","S01001932","Primary","94.62"
"2007-2008","S01001932","Primary","94.54"
"2009-2010","S01001933","Secondary","95.92"
"2004-2005","S01001933","Secondary","91.78"
"2005-2006","S01001933","Secondary","91.78"
"2008-2009","S01001933","Secondary","94.13"
"2006-2007","S01001933","Secondary","93.27"
"2010-2011","S01001933","Secondary","95.47"
"2007-2008","S01001933","Secondary","93.45"
"2003-2004","S01001933","Secondary","92.23"
"2010-2011","S01001933","Primary","97.06"
"2008-2009","S01001933","Primary","97.36"
"2009-2010","S01001933","Primary","97.21"
"2003-2004","S01001933","Primary","97.22"
"2004-2005","S01001933","Primary","96.97"
"2005-2006","S01001933","Primary","96.97"
"2006-2007","S01001933","Primary","96.49"
"2007-2008","S01001933","Primary","97.24"
"2009-2010","S01001934","Secondary","91.75"
"2004-2005","S01001934","Secondary","90.97"
"2005-2006","S01001934","Secondary","90.97"
"2008-2009","S01001934","Secondary","92.92"
"2006-2007","S01001934","Secondary","92.34"
"2010-2011","S01001934","Secondary","92.07"
"2007-2008","S01001934","Secondary","93.58"
"2003-2004","S01001934","Secondary","91.1"
"2010-2011","S01001934","Primary","93.44"
"2008-2009","S01001934","Primary","95.52"
"2009-2010","S01001934","Primary","95.3"
"2003-2004","S01001934","Primary","95.36"
"2004-2005","S01001934","Primary","95.03"
"2005-2006","S01001934","Primary","95.03"
"2006-2007","S01001934","Primary","95.71"
"2007-2008","S01001934","Primary","94.88"
"2009-2010","S01001935","Secondary","84.51"
"2004-2005","S01001935","Secondary","77.32"
"2005-2006","S01001935","Secondary","77.32"
"2008-2009","S01001935","Secondary","78.13"
"2006-2007","S01001935","Secondary","82.02"
"2010-2011","S01001935","Secondary","83.99"
"2007-2008","S01001935","Secondary","82.71"
"2003-2004","S01001935","Secondary","77.39"
"2010-2011","S01001935","Primary","92.77"
"2008-2009","S01001935","Primary","92.39"
"2009-2010","S01001935","Primary","93.56"
"2003-2004","S01001935","Primary","93.59"
"2004-2005","S01001935","Primary","90.42"
"2005-2006","S01001935","Primary","90.42"
"2006-2007","S01001935","Primary","91.41"
"2007-2008","S01001935","Primary","90.53"
"2009-2010","S01001936","Secondary","93.03"
"2004-2005","S01001936","Secondary","96.04"
"2005-2006","S01001936","Secondary","96.04"
"2008-2009","S01001936","Secondary","92.3"
"2006-2007","S01001936","Secondary","94.79"
"2010-2011","S01001936","Secondary","90.96"
"2007-2008","S01001936","Secondary","91.86"
"2003-2004","S01001936","Secondary","95.79"
"2010-2011","S01001936","Primary","96.81"
"2008-2009","S01001936","Primary","96.48"
"2009-2010","S01001936","Primary","96.04"
"2003-2004","S01001936","Primary","96.98"
"2004-2005","S01001936","Primary","96.55"
"2005-2006","S01001936","Primary","96.55"
"2006-2007","S01001936","Primary","96.68"
"2007-2008","S01001936","Primary","96.19"
"2009-2010","S01001937","Secondary","90.97"
"2004-2005","S01001937","Secondary","92.22"
"2005-2006","S01001937","Secondary","92.22"
"2008-2009","S01001937","Secondary","92.57"
"2006-2007","S01001937","Secondary","94.17"
"2010-2011","S01001937","Secondary","92.48"
"2007-2008","S01001937","Secondary","92.67"
"2003-2004","S01001937","Secondary","93.11"
"2010-2011","S01001937","Primary","93.41"
"2008-2009","S01001937","Primary","95.15"
"2009-2010","S01001937","Primary","95.29"
"2003-2004","S01001937","Primary","97.57"
"2004-2005","S01001937","Primary","96.29"
"2005-2006","S01001937","Primary","96.29"
"2006-2007","S01001937","Primary","96.92"
"2007-2008","S01001937","Primary","95.75"
"2009-2010","S01001938","Secondary","95.26"
"2004-2005","S01001938","Secondary","96.18"
"2005-2006","S01001938","Secondary","96.18"
"2008-2009","S01001938","Secondary","94.02"
"2006-2007","S01001938","Secondary","94.48"
"2010-2011","S01001938","Secondary","94.98"
"2007-2008","S01001938","Secondary","93.93"
"2003-2004","S01001938","Secondary","97.22"
"2010-2011","S01001938","Primary","96.37"
"2008-2009","S01001938","Primary","97.28"
"2009-2010","S01001938","Primary","97.67"
"2003-2004","S01001938","Primary","98.29"
"2004-2005","S01001938","Primary","97.46"
"2005-2006","S01001938","Primary","97.46"
"2006-2007","S01001938","Primary","96.14"
"2007-2008","S01001938","Primary","97.09"
"2009-2010","S01001939","Secondary","91.56"
"2004-2005","S01001939","Secondary","89.83"
"2005-2006","S01001939","Secondary","89.83"
"2008-2009","S01001939","Secondary","91.38"
"2006-2007","S01001939","Secondary","93.71"
"2010-2011","S01001939","Secondary","96.92"
"2007-2008","S01001939","Secondary","90.65"
"2003-2004","S01001939","Secondary","89.77"
"2010-2011","S01001939","Primary","97.28"
"2008-2009","S01001939","Primary","95.43"
"2009-2010","S01001939","Primary","96.77"
"2003-2004","S01001939","Primary","95.1"
"2004-2005","S01001939","Primary","95.82"
"2005-2006","S01001939","Primary","95.82"
"2006-2007","S01001939","Primary","96.2"
"2007-2008","S01001939","Primary","96.13"
"2009-2010","S01001940","Secondary","94.44"
"2004-2005","S01001940","Secondary","95.32"
"2005-2006","S01001940","Secondary","95.32"
"2008-2009","S01001940","Secondary","94.72"
"2006-2007","S01001940","Secondary","93.28"
"2010-2011","S01001940","Secondary","94.42"
"2007-2008","S01001940","Secondary","93.74"
"2003-2004","S01001940","Secondary","92.83"
"2010-2011","S01001940","Primary","97.36"
"2008-2009","S01001940","Primary","97.37"
"2009-2010","S01001940","Primary","97.03"
"2003-2004","S01001940","Primary","97.17"
"2004-2005","S01001940","Primary","96.51"
"2005-2006","S01001940","Primary","96.51"
"2006-2007","S01001940","Primary","96.65"
"2007-2008","S01001940","Primary","97.03"
"2009-2010","S01001941","Secondary","95.58"
"2004-2005","S01001941","Secondary","95.05"
"2005-2006","S01001941","Secondary","95.05"
"2008-2009","S01001941","Secondary","94.55"
"2006-2007","S01001941","Secondary","95.08"
"2010-2011","S01001941","Secondary","94.88"
"2007-2008","S01001941","Secondary","94.1"
"2003-2004","S01001941","Secondary","93.95"
"2010-2011","S01001941","Primary","95.35"
"2008-2009","S01001941","Primary","96.32"
"2009-2010","S01001941","Primary","96.63"
"2003-2004","S01001941","Primary","97.48"
"2004-2005","S01001941","Primary","96.72"
"2005-2006","S01001941","Primary","96.72"
"2006-2007","S01001941","Primary","96.9"
